regime,obj_id,alt_km,B,delta,rho,v_ms,v_rel_ms,T_s,extra_dv_sim,extra_dv_pred,Pi_benefit
moderate,pop1135,700.0,3.0,5.0,3.4201324949569735e-14,7504.286861489279,7275.274130003449,86400.0,0.13213975269398698,0.13033892998583327,1.013816460733178
moderate,pop1968,550.0,30.0,5.0,2.563696777727604e-13,7585.0889183470845,7555.5896311347915,86400.0,0.10652280942429947,0.10537458514154356,1.0108965959981107
moderate,pop1527,450.0,20.0,5.0,1.2396974333823832e-12,7640.42992691429,7707.671082338006,86400.0,0.878419929025499,0.7954003982222824,1.1043745150100064
moderate,pop0689,400.0,50.0,2.0,2.9242463790656122e-12,7668.558571385414,7447.619460156564,86400.0,0.2867144089904277,0.2802803525204194,1.0229557884173832
moderate,pop0440,700.0,20.0,1.0,3.4201324949569735e-14,7504.286861489279,7179.73594122783,86400.0,0.003841171187993934,0.003808146310399835,1.008672166167542
moderate,pop1132,800.0,80.0,1.0,1.1862327361000867e-14,7451.831696831401,7126.889917698816,86400.0,0.00032579087056854576,0.00032535970543357993,1.001325195246262
moderate,pop0618,400.0,50.0,5.0,2.9242463790656122e-12,7668.558571385414,7747.665334132863,86400.0,0.7773553446955257,0.7582971316585803,1.025132909305961
moderate,pop0302,350.0,30.0,1.0,7.345386809660418e-12,7697.000192297669,7675.2237807591655,86400.0,0.6450978669483085,0.6231021593988618,1.0353003230973667
moderate,pop1696,800.0,120.0,5.0,1.1862327361000867e-14,7451.831696831401,7518.780525603088,86400.0,0.0012384388130624424,0.0012070832564456525,1.0259762998528523
moderate,pop1395,700.0,30.0,5.0,3.4201324949569735e-14,7504.286861489279,7491.849491925644,86400.0,0.013832278375112831,0.013821447080208438,1.0007836585302203
moderate,pop0359,700.0,20.0,1.0,3.4201324949569735e-14,7504.286861489279,7179.9858024324085,86400.0,0.003841448380869407,0.0038084113687776857,1.0086747488368948
moderate,pop0946,600.0,5.0,0.5,1.2446840050933205e-13,7557.865585610068,7317.109283385368,86400.0,0.029244155013516213,0.02878869232572573,1.0158208883764923
moderate,pop0602,600.0,5.0,1.0,1.2446840050933205e-13,7557.865585610068,7645.873617999144,86400.0,0.06298815840701244,0.06286762895936596,1.0019171941051632
moderate,pop1171,500.0,5.0,5.0,5.51767166230078e-13,7612.608560598105,7166.525592039547,86400.0,1.3474212160608736,1.2242127901626827,1.1006429820765213
moderate,pop1490,450.0,3.0,5.0,1.2396974333823832e-12,7640.42992691429,7206.508517296025,86400.0,5.134274807851064,4.635515173579736,1.1075952975224899
moderate,pop0524,800.0,3.0,2.0,1.1862327361000867e-14,7451.831696831401,7520.73666560711,86400.0,0.019553266772820696,0.019323382801089507,1.0118966732739065
moderate,pop0348,550.0,30.0,1.0,2.563696777727604e-13,7585.0889183470845,7133.779256838893,86400.0,0.01879900253786944,0.01878747791073626,1.0006134206617798
moderate,pop0606,600.0,50.0,1.0,1.2446840050933205e-13,7557.865585610068,7107.672294359485,86400.0,0.0054338064111079075,0.005432849109738081,1.0001762061398154
moderate,pop0474,500.0,5.0,2.0,5.51767166230078e-13,7612.608560598105,7171.852359254269,86400.0,0.49626274396452763,0.4904133372914529,1.0119275032473238
moderate,pop0527,500.0,200.0,0.5,5.51767166230078e-13,7612.608560598105,7291.753524444793,86400.0,0.0031696998502068643,0.003168426007586756,1.0004020427231244
moderate,pop0394,600.0,3.0,2.0,1.2446840050933205e-13,7557.865585610068,7338.407809055968,86400.0,0.20348255191784795,0.19304354387239273,1.0540759241985098
moderate,pop0222,600.0,30.0,1.0,1.2446840050933205e-13,7557.865585610068,7542.404604646338,86400.0,0.01114077419866534,0.010196268251449458,1.0926325125941656
moderate,pop1980,450.0,5.0,1.0,1.2396974333823832e-12,7640.42992691429,7705.01533404911,86400.0,0.6482551132049617,0.6358818941970118,1.0194583603038025
moderate,pop1151,600.0,20.0,0.5,1.2446840050933205e-13,7557.865585610068,7250.69943187532,86400.0,0.007124093779256955,0.007067123306907184,1.0080613383799444
moderate,pop1512,500.0,50.0,1.0,5.51767166230078e-13,7612.608560598105,7689.396521326614,86400.0,0.028345602959455832,0.028187341020106223,1.0056146459233852
moderate,pop1787,350.0,120.0,0.5,7.345386809660418e-12,7697.000192297669,7675.073046349877,86400.0,0.08003346339087851,0.07788471066507828,1.027588890135836
moderate,pop0444,500.0,120.0,0.5,5.51767166230078e-13,7612.608560598105,7309.80599826551,86400.0,0.005411332101993088,0.005306889692157062,1.0196805315155466
moderate,pop1671,800.0,30.0,5.0,1.1862327361000867e-14,7451.831696831401,7428.185354714594,86400.0,0.004863041529935669,0.004712679069661617,1.0319059409841904
moderate,pop0019,400.0,30.0,5.0,2.9242463790656122e-12,7668.558571385414,7654.10204875785,86400.0,1.2805164577395853,1.2334880704561884,1.0381263413970467
moderate,pop1941,600.0,3.0,5.0,1.2446840050933205e-13,7557.865585610068,7322.670670230167,86400.0,0.4904377761659965,0.4805411798115675,1.0205946894255966
moderate,pop1795,400.0,3.0,0.5,2.9242463790656122e-12,7668.558571385414,7361.324945667796,86400.0,1.2111828081747782,1.1409285164511187,1.061576418426447
moderate,pop1449,500.0,30.0,1.0,5.51767166230078e-13,7612.608560598105,7584.762846397307,86400.0,0.046171514154439416,0.04570906714202409,1.01011718333648
moderate,pop1041,400.0,20.0,5.0,2.9242463790656122e-12,7668.558571385414,7439.706174123799,86400.0,1.8168732702151857,1.748031617932553,1.039382383920523
moderate,pop0282,350.0,30.0,2.0,7.345386809660418e-12,7697.000192297669,7262.5219870907895,86400.0,1.1779265312445744,1.1157890086175486,1.055689312358448
moderate,pop1550,550.0,200.0,1.0,2.563696777727604e-13,7585.0889183470845,7362.446638758066,86400.0,0.0030063344030548983,0.003001682332062442,1.0015498212261722
moderate,pop1307,600.0,5.0,2.0,1.2446840050933205e-13,7557.865585610068,7642.040711580126,86400.0,0.1283818902382895,0.1256092263612733,1.022073727840991
moderate,pop0683,350.0,200.0,1.0,7.345386809660418e-12,7697.000192297669,7662.892039630513,86400.0,0.09346479477995884,0.09316522471230464,1.0032154708860443
moderate,pop1834,700.0,3.0,1.0,3.4201324949569735e-14,7504.286861489279,7589.765955015818,86400.0,0.028386944966560607,0.028370186483553553,1.0005907075378855
moderate,pop0311,700.0,50.0,2.0,3.4201324949569735e-14,7504.286861489279,7579.197266774304,86400.0,0.0034137168013445443,0.003394947717583917,1.0055285339633993
moderate,pop1927,350.0,10.0,1.0,7.345386809660418e-12,7697.000192297669,7682.243543538269,86400.0,2.1100312930873164,1.8727273787844765,1.1267156752184964
moderate,pop0821,700.0,3.0,0.5,3.4201324949569735e-14,7504.286861489279,7049.925627256323,86400.0,0.012245094336639322,0.012238959514185334,1.0005012535948727
moderate,pop1514,700.0,10.0,1.0,3.4201324949569735e-14,7504.286861489279,7170.5933112186185,86400.0,0.007882428595740064,0.007596907893849009,1.0375838046058492
moderate,pop0744,500.0,120.0,1.0,5.51767166230078e-13,7612.608560598105,7587.227231842332,86400.0,0.011457917937170043,0.011434693719077064,1.0020310310589458
moderate,pop1544,350.0,10.0,1.0,7.345386809660418e-12,7697.000192297669,7775.548338132577,86400.0,2.0591906712734267,1.9184941036233578,1.07333698205501
moderate,pop0067,350.0,50.0,0.5,7.345386809660418e-12,7697.000192297669,7765.201282214872,86400.0,0.1975300911891776,0.1913391554702669,1.0323558223286542
moderate,pop1077,800.0,80.0,0.5,1.1862327361000867e-14,7451.831696831401,7435.481736537039,86400.0,0.0001770951203176167,0.0001770728150229473,1.000125966793189
moderate,pop0547,700.0,30.0,0.5,3.4201324949569735e-14,7504.286861489279,7171.165647741629,86400.0,0.0012958578352871822,0.0012663534449578605,1.0232987010433754
moderate,pop0862,600.0,50.0,2.0,1.2446840050933205e-13,7557.865585610068,7532.157244816653,86400.0,0.01261595008383181,0.01220229731932141,1.0338995808482236
moderate,pop0280,600.0,5.0,0.5,1.2446840050933205e-13,7557.865585610068,7644.398638793581,86400.0,0.03232070501161844,0.03142168774232829,1.028611361574925
moderate,pop1637,550.0,3.0,2.0,2.563696777727604e-13,7585.0889183470845,7138.947017073348,86400.0,0.38622356674503633,0.37629414667927624,1.0263873891034057
moderate,pop1652,800.0,200.0,0.5,1.1862327361000867e-14,7451.831696831401,7524.3953908992335,86400.0,7.311572045818444e-05,7.253320666728663e-05,1.0080309945976857
moderate,pop0726,700.0,80.0,2.0,3.4201324949569735e-14,7504.286861489279,7583.7305012744855,86400.0,0.002227107414658488,0.002124381295643568,1.0483557820931575
moderate,pop1483,400.0,80.0,1.0,2.9242463790656122e-12,7668.558571385414,7238.674450583351,86400.0,0.08549163497788241,0.08274196131250794,1.0332319130675334
moderate,pop1972,400.0,80.0,5.0,2.9242463790656122e-12,7668.558571385414,7739.146086068003,86400.0,0.4820651709776267,0.4728940112798776,1.019393689661934
moderate,pop0649,400.0,120.0,1.0,2.9242463790656122e-12,7668.558571385414,7356.289449709434,86400.0,0.058545836734290466,0.05696840758533506,1.0276895426046888
moderate,pop0054,600.0,3.0,1.0,1.2446840050933205e-13,7557.865585610068,7243.876509527266,86400.0,0.10003702050191272,0.09405105614701144,1.0636459025568474
moderate,pop0284,600.0,80.0,0.5,1.2446840050933205e-13,7557.865585610068,7612.473590976368,86400.0,0.001947797797376031,0.0019474865672025276,1.0001598112042183
moderate,pop0543,700.0,30.0,2.0,3.4201324949569735e-14,7504.286861489279,7486.620527814647,86400.0,0.005678910217812346,0.0055208641411121475,1.0286270541459768
moderate,pop0752,800.0,3.0,0.5,1.1862327361000867e-14,7451.831696831401,7429.519348647649,86400.0,0.004744963558162525,0.004714371878735624,1.0064890255189427
moderate,pop0987,700.0,120.0,2.0,3.4201324949569735e-14,7504.286861489279,7193.52687966611,86400.0,0.0012845513817437474,0.0012742632811157423,1.0080737637036805
moderate,pop1430,550.0,5.0,2.0,2.563696777727604e-13,7585.0889183470845,7556.730789349171,86400.0,0.25822207123739255,0.25297540329318896,1.0207398342918061
moderate,pop0631,450.0,30.0,5.0,1.2396974333823832e-12,7640.42992691429,7627.872522981084,86400.0,0.558689848733962,0.5193439198006965,1.075760834840167
moderate,pop0022,800.0,20.0,0.5,1.1862327361000867e-14,7451.831696831401,7524.507034994597,86400.0,0.0007433894217276062,0.0007253535912310489,1.0248648806797074
moderate,pop0212,350.0,50.0,1.0,7.345386809660418e-12,7697.000192297669,7389.992878558681,86400.0,0.35080511218003385,0.34659033913461973,1.0121606766534166
moderate,pop1294,350.0,10.0,1.0,7.345386809660418e-12,7697.000192297669,7759.144951300631,86400.0,2.0688755115173314,1.910408087043892,1.0829495151052502
moderate,pop0735,350.0,120.0,2.0,7.345386809660418e-12,7697.000192297669,7487.67017711783,86400.0,0.3071080764193684,0.29651084276179007,1.0357397846192486
moderate,pop0574,800.0,5.0,0.5,1.1862327361000867e-14,7451.831696831401,7228.747421683087,86400.0,0.0027231806978091026,0.0026778099601287237,1.0169432253804143
high,pop1574,800.0,50.0,2.0,7.592331171415196e-14,7451.831696831401,6987.442754886297,86400.0,0.0064050838054897676,0.006405534983275419,0.999929564386608
high,pop1881,450.0,30.0,0.5,4.582277971323483e-12,7640.42992691429,7734.934396652178,86400.0,0.19887511909698624,0.19739093153537574,1.0075190260771656
high,pop1284,500.0,30.0,2.0,2.3429673294491167e-12,7612.608560598105,7689.525085667312,86400.0,0.402421211190331,0.3989860915929397,1.0086096224148482
high,pop1019,800.0,200.0,5.0,7.592331171415196e-14,7451.831696831401,7229.962037756272,86400.0,0.0042948335541024086,0.004286185204451278,1.0020177265420425
high,pop1721,350.0,120.0,0.5,2.011758263341175e-11,7697.000192297669,7390.112145935511,86400.0,0.1996307251424922,0.19776542040376216,1.0094319054105707
high,pop0713,450.0,20.0,2.0,4.582277971323483e-12,7640.42992691429,7723.862118913514,86400.0,1.2223608466588174,1.1809573206245727,1.0350592907221638
high,pop0910,500.0,20.0,5.0,2.3429673294491167e-12,7612.608560598105,7306.901165259041,86400.0,1.4049649286319748,1.351003438388072,1.0399417860166855
high,pop0238,800.0,10.0,0.5,7.592331171415196e-14,7451.831696831401,6985.393651943447,86400.0,0.008121601015080917,0.008002223278816277,1.0149180711541328
high,pop0512,800.0,200.0,2.0,7.592331171415196e-14,7451.831696831401,7216.004229097984,86400.0,0.001715615681999672,0.0017078607132101778,1.0045407501498864
high,pop0584,400.0,10.0,2.0,9.347029312999258e-12,7668.558571385414,7642.392052280231,86400.0,5.232034022762073,4.716783833608878,1.109237609211989
high,pop1114,350.0,20.0,1.0,2.011758263341175e-11,7697.000192297669,7493.12777621568,86400.0,2.6287143213432587,2.439808960213201,1.077426292062453
high,pop0932,600.0,10.0,0.5,6.747799678383244e-13,7557.865585610068,7537.619053766785,86400.0,0.08354065019212759,0.08281028928951693,1.0088196878537303
high,pop1888,800.0,200.0,1.0,7.592331171415196e-14,7451.831696831401,7136.409078463959,86400.0,0.0008457295269633134,0.0008351959286874159,1.012612128381004
high,pop0644,400.0,30.0,1.0,9.347029312999258e-12,7668.558571385414,7371.634757068541,86400.0,0.7819290770992312,0.731414751080176,1.069063860066336
high,pop1266,450.0,30.0,0.5,4.582277971323483e-12,7640.42992691429,7728.624162773339,86400.0,0.20227109880853453,0.19706899606690784,1.026397367650163
high,pop0792,450.0,120.0,0.5,4.582277971323483e-12,7640.42992691429,7206.74109447159,86400.0,0.04446630901407744,0.04283825544939365,1.0380046654002302
high,pop1862,500.0,3.0,2.0,2.3429673294491167e-12,7612.608560598105,7681.267576120229,86400.0,4.407795825763191,3.981296375389936,1.107125772652754
high,pop0081,450.0,5.0,0.5,4.582277971323483e-12,7640.42992691429,7636.673579053872,86400.0,1.2129619717683509,1.154446025499048,1.0506874682547478
high,pop0185,550.0,30.0,2.0,1.2395095296743128e-12,7585.0889183470845,7566.194233306621,86400.0,0.22653811482778835,0.2043606756063801,1.108521070189278
high,pop0537,500.0,3.0,0.5,2.3429673294491167e-12,7612.608560598105,7582.0201450712375,86400.0,1.0215877452876978,0.9697696699632599,1.0534333841626549
high,pop1983,800.0,20.0,0.5,7.592331171415196e-14,7451.831696831401,6987.483312526173,86400.0,0.004025245940416959,0.004003505839728427,1.0054302657617722
high,pop0863,350.0,3.0,1.0,2.011758263341175e-11,7697.000192297669,7397.660692950834,86400.0,63.695620986022455,15.853570981830815,4.017745974015673
high,pop1873,600.0,50.0,5.0,6.747799678383244e-13,7557.865585610068,7643.566767403485,86400.0,0.171622089655109,0.1703091789030519,1.007708984098881
high,pop1641,700.0,20.0,1.0,2.155103919774317e-13,7504.286861489279,7492.976307162483,86400.0,0.026918843867700402,0.026135492396538212,1.0299727075838812
high,pop0882,400.0,3.0,2.0,9.347029312999258e-12,7668.558571385414,7739.62958680659,86400.0,28.72473145794994,16.125249563223047,1.7813511254711125
high,pop1639,550.0,3.0,2.0,1.2395095296743128e-12,7585.0889183470845,7638.018640718195,86400.0,2.1711888962137014,2.0825900336970253,1.0425426325311828
high,pop1144,600.0,20.0,5.0,6.747799678383244e-13,7557.865585610068,7634.236091668019,86400.0,0.42714164579451447,0.4247340802951472,1.0056684066832928
high,pop0099,600.0,120.0,0.5,6.747799678383244e-13,7557.865585610068,7239.670884685355,86400.0,0.006582914884659116,0.006366083542334982,1.0340603984981014
high,pop0810,550.0,30.0,1.0,1.2395095296743128e-12,7585.0889183470845,7650.643453036475,86400.0,0.10482223223873989,0.10447401560539919,1.0033330453637
high,pop1079,550.0,3.0,1.0,1.2395095296743128e-12,7585.0889183470845,7274.147449404813,86400.0,0.9678704716801744,0.9444447621885973,1.0248036840580192
high,pop0033,500.0,200.0,0.5,2.3429673294491167e-12,7612.608560598105,7295.961075682391,86400.0,0.013926982146594123,0.013469609493166956,1.033955895578056
high,pop1672,550.0,5.0,0.5,1.2395095296743128e-12,7585.0889183470845,7643.240928837286,86400.0,0.33079906117472047,0.3128158254270533,1.057488254384562
high,pop1977,500.0,200.0,0.5,2.3429673294491167e-12,7612.608560598105,7390.044439338349,86400.0,0.013915291992914424,0.013819237738879131,1.0069507635551456
high,pop1683,550.0,120.0,5.0,1.2395095296743128e-12,7585.0889183470845,7648.272902066864,86400.0,0.13305117700766955,0.13051160389107233,1.019458600161843
high,pop0134,350.0,20.0,5.0,2.011758263341175e-11,7697.000192297669,7384.38321935229,86400.0,15.253898085856088,11.8475350661523,1.2875166016123947
high,pop0947,500.0,20.0,2.0,2.3429673294491167e-12,7612.608560598105,7391.783984571132,86400.0,0.5628593504027876,0.5530297734128288,1.017774046647252
high,pop1609,700.0,120.0,0.5,2.155103919774317e-13,7504.286861489279,7577.647650353339,86400.0,0.0023051875123559188,0.0022274580650950768,1.034896031704877
high,pop1815,600.0,200.0,5.0,6.747799678383244e-13,7557.865585610068,7643.126619074072,86400.0,0.0438658184896216,0.042572391311913954,1.0303818305208916
high,pop1617,500.0,50.0,0.5,2.3429673294491167e-12,7612.608560598105,7174.1861063169945,86400.0,0.05234847109329489,0.052094905761941396,1.0048673728773445
high,pop1251,800.0,5.0,2.0,7.592331171415196e-14,7451.831696831401,7438.2342509952,86400.0,0.07279183275948921,0.07258695601627138,1.0028225008246923
high,pop1214,600.0,20.0,5.0,6.747799678383244e-13,7557.865585610068,7112.2380682071425,86400.0,0.3760940520224134,0.36863664718163613,1.0202296893100344
high,pop0868,500.0,50.0,2.0,2.3429673294491167e-12,7612.608560598105,7655.36556376777,86400.0,0.2422541081041145,0.2372694586583823,1.0210083905190217
high,pop0050,600.0,30.0,2.0,6.747799678383244e-13,7557.865585610068,7620.273291019223,86400.0,0.11816301105320223,0.11284849279653184,1.0470942776901113
high,pop1798,550.0,30.0,5.0,1.2395095296743128e-12,7585.0889183470845,7362.659699867531,86400.0,0.49134349060338944,0.48378435807157577,1.015625004003737
high,pop1595,450.0,3.0,0.5,4.582277971323483e-12,7640.42992691429,7204.961159348044,86400.0,1.9054336000613574,1.7126839003583567,1.1125424835620108
high,pop1627,600.0,80.0,2.0,6.747799678383244e-13,7557.865585610068,7616.103616318237,86400.0,0.04293964854396161,0.04227188598975679,1.0157968479184163
high,pop1206,400.0,50.0,5.0,9.347029312999258e-12,7668.558571385414,7752.437199985439,86400.0,2.554354252942246,2.4267993233109797,1.0525609713197208
high,pop0057,600.0,50.0,5.0,6.747799678383244e-13,7557.865585610068,7111.291414302868,86400.0,0.15281415016360161,0.14741540843209758,1.0366226420217857
high,pop1297,700.0,120.0,0.5,2.155103919774317e-13,7504.286861489279,7592.90039266443,86400.0,0.002283986671435885,0.0022364342114517223,1.0212626241096963
high,pop1849,600.0,200.0,1.0,6.747799678383244e-13,7557.865585610068,7248.089217246916,86400.0,0.007659194359250317,0.007657076627987846,1.0002765717734534
high,pop0491,500.0,200.0,0.5,2.3429673294491167e-12,7612.608560598105,7400.630518387303,86400.0,0.01414277227810423,0.013858857615062477,1.0204861519562176
high,pop1526,800.0,30.0,5.0,7.592331171415196e-14,7451.831696831401,6989.921853659218,86400.0,0.027426546085618904,0.02670867113763601,1.0268779732351159
high,pop0710,700.0,10.0,0.5,2.155103919774317e-13,7504.286861489279,7575.037471711,86400.0,0.026741906564766958,0.026711085593752504,1.0011538644098263
high,pop1135,700.0,3.0,2.0,2.155103919774317e-13,7504.286861489279,7275.274130003449,86400.0,0.3331474145988981,0.3285181955094909,1.0140912106321167
high,pop1968,550.0,30.0,1.0,1.2395095296743128e-12,7585.0889183470845,7555.5896311347915,86400.0,0.10277032826072154,0.10189411134977701,1.008599289000487
high,pop1527,450.0,20.0,5.0,4.582277971323483e-12,7640.42992691429,7707.671082338006,86400.0,3.278160243572822,2.940028449693236,1.115009701322743
high,pop0689,400.0,50.0,2.0,9.347029312999258e-12,7668.558571385414,7447.619460156564,86400.0,0.9231021757017293,0.8958850696100474,1.0303801313527066
high,pop0440,700.0,20.0,0.5,2.155103919774317e-13,7504.286861489279,7179.73594122783,86400.0,0.012085937091810793,0.011998001616484209,1.0073291768193937
high,pop1132,800.0,80.0,1.0,7.592331171415196e-14,7451.831696831401,7126.889917698816,86400.0,0.0020852081293826416,0.002082423253304495,1.0013373247123165
high,pop0618,400.0,50.0,2.0,9.347029312999258e-12,7668.558571385414,7747.665334132863,86400.0,0.9957912396794438,0.9695250808299931,1.027091778612849
high,pop0302,350.0,30.0,0.5,2.011758263341175e-11,7697.000192297669,7675.2237807591655,86400.0,0.8940523499803004,0.8532776765600596,1.0477859371460667
high,pop1696,800.0,120.0,1.0,7.592331171415196e-14,7451.831696831401,7518.780525603088,86400.0,0.001584075140823931,0.0015451564529462523,1.0251875386492222
high,pop1395,700.0,30.0,5.0,2.155103919774317e-13,7504.286861489279,7491.849491925644,86400.0,0.08723184733293737,0.08709210775732015,1.0016045033151177
high,pop0359,700.0,20.0,1.0,2.155103919774317e-13,7504.286861489279,7179.9858024324085,86400.0,0.02415885134050436,0.023997673426593716,1.0067163975042692
high,pop0946,600.0,5.0,1.0,6.747799678383244e-13,7557.865585610068,7317.109283385368,86400.0,0.3175388831751949,0.31214401088417865,1.017283279841682
high,pop0602,600.0,5.0,2.0,6.747799678383244e-13,7557.865585610068,7645.873617999144,86400.0,0.6896354210334327,0.6816479760916039,1.0117178444328798
high,pop1171,500.0,5.0,5.0,2.3429673294491167e-12,7612.608560598105,7166.525592039547,86400.0,5.958538522337461,5.198371246412442,1.1462318176004904
high,pop1490,450.0,3.0,0.5,4.582277971323483e-12,7640.42992691429,7206.508517296025,86400.0,1.8495568493604468,1.713419621082522,1.079453524754149
high,pop0524,800.0,3.0,0.5,7.592331171415196e-14,7451.831696831401,7520.73666560711,86400.0,0.03130514441913734,0.030919211111183193,1.012481990778043
high,pop0348,550.0,30.0,2.0,1.2395095296743128e-12,7585.0889183470845,7133.779256838893,86400.0,0.1822504999202997,0.18166936208067855,1.0031988764256412
high,pop0606,600.0,50.0,0.5,6.747799678383244e-13,7557.865585610068,7107.672294359485,86400.0,0.014734160165947377,0.014726539959291409,1.0005174471856277
high,pop0474,500.0,5.0,1.0,2.3429673294491167e-12,7612.608560598105,7171.852359254269,86400.0,1.0689349511572606,1.0412203711310184,1.0266174008832898
high,pop0527,500.0,200.0,5.0,2.3429673294491167e-12,7612.608560598105,7291.753524444793,86400.0,0.13482029553654845,0.13454078234255026,1.0020775350724995
high,pop0394,600.0,3.0,0.5,6.747799678383244e-13,7557.865585610068,7338.407809055968,86400.0,0.273204329773381,0.26163651937473664,1.0442132865331235
high,pop0222,600.0,30.0,0.5,6.747799678383244e-13,7557.865585610068,7542.404604646338,86400.0,0.029431058250633663,0.027638491113526228,1.0648576338608498
high,pop1980,450.0,5.0,1.0,4.582277971323483e-12,7640.42992691429,7705.01533404911,86400.0,2.5000816899611076,2.3504022172510726,1.0636824929841555
high,pop1151,600.0,20.0,2.0,6.747799678383244e-13,7557.865585610068,7250.69943187532,86400.0,0.15447095168490352,0.15325185246151737,1.0079548743053026
high,pop1512,500.0,50.0,0.5,2.3429673294491167e-12,7612.608560598105,7689.396521326614,86400.0,0.06017319248066051,0.05984591251177436,1.0054687104791287
high,pop1787,350.0,120.0,1.0,2.011758263341175e-11,7697.000192297669,7675.073046349877,86400.0,0.43921624160059125,0.4266220808476427,1.029520649113908
high,pop0444,500.0,120.0,2.0,2.3429673294491167e-12,7612.608560598105,7309.80599826551,86400.0,0.09153511667432099,0.09013852168600807,1.015493875006935
high,pop1671,800.0,30.0,1.0,7.592331171415196e-14,7451.831696831401,7428.185354714594,86400.0,0.0062229111900544126,0.006032580135851006,1.0315505223166932
high,pop0019,400.0,30.0,1.0,9.347029312999258e-12,7668.558571385414,7654.10204875785,86400.0,0.8125181993620209,0.7885415698435713,1.0304062974425128
high,pop1941,600.0,3.0,1.0,6.747799678383244e-13,7557.865585610068,7322.670670230167,86400.0,0.5319128677878563,0.5210311380741629,1.0208849892425134
high,pop1795,400.0,3.0,5.0,9.347029312999258e-12,7668.558571385414,7361.324945667796,86400.0,127.57113345782706,36.46851497756812,3.498117034277277
high,pop1449,500.0,30.0,5.0,2.3429673294491167e-12,7612.608560598105,7584.762846397307,86400.0,0.9905246097591468,0.9704714010538074,1.0206633690426778
high,pop1041,400.0,20.0,5.0,9.347029312999258e-12,7668.558571385414,7439.706174123799,86400.0,6.169754751762327,5.587389246622195,1.1042285545959047
high,pop0282,350.0,30.0,1.0,2.011758263341175e-11,7697.000192297669,7262.5219870907895,86400.0,1.6268751467481921,1.5279642967743072,1.064733744226024
high,pop1550,550.0,200.0,1.0,1.2395095296743128e-12,7585.0889183470845,7362.446638758066,86400.0,0.014531923424554952,0.014512690767370195,1.00132523027556
high,pop1307,600.0,5.0,2.0,6.747799678383244e-13,7557.865585610068,7642.040711580126,86400.0,0.6983808418546664,0.6809647217881779,1.0255756568721426
high,pop0683,350.0,200.0,0.5,2.011758263341175e-11,7697.000192297669,7662.892039630513,86400.0,0.12827992261599294,0.12758069488220808,1.0054806703665506
high,pop1834,700.0,3.0,2.0,2.155103919774317e-13,7504.286861489279,7589.765955015818,86400.0,0.35950878682499154,0.3575341024687628,1.0055230657511929
high,pop0311,700.0,50.0,2.0,2.155103919774317e-13,7504.286861489279,7579.197266774304,86400.0,0.021489997967724123,0.021392344139831387,1.0045648960793834
high,pop1927,350.0,10.0,0.5,2.011758263341175e-11,7697.000192297669,7682.243543538269,86400.0,3.011000177634066,2.5645176196167556,1.1741000157698402
high,pop0821,700.0,3.0,5.0,2.155103919774317e-13,7504.286861489279,7049.925627256323,86400.0,0.7788134940671286,0.7712049068821764,1.0098658438464976
high,pop1514,700.0,10.0,2.0,2.155103919774317e-13,7504.286861489279,7170.5933112186185,86400.0,0.09863721720822988,0.09573971771175149,1.0302643413384822
high,pop0744,500.0,120.0,5.0,2.3429673294491167e-12,7612.608560598105,7587.227231842332,86400.0,0.24393263599069115,0.24277553509665623,1.0047661346666346
high,pop1544,350.0,10.0,2.0,2.011758263341175e-11,7697.000192297669,7775.548338132577,86400.0,14.011094860522057,10.508762754494176,1.3332773027471834
high,pop0067,350.0,50.0,5.0,2.011758263341175e-11,7697.000192297669,7765.201282214872,86400.0,5.87432128908144,5.2404064903945695,1.1209667226862663
high,pop1077,800.0,80.0,5.0,7.592331171415196e-14,7451.831696831401,7435.481736537039,86400.0,0.01133620386079342,0.011333319442261017,1.0002545078295109
high,pop0547,700.0,30.0,1.0,2.155103919774317e-13,7504.286861489279,7171.165647741629,86400.0,0.016258542002548438,0.015959166944979588,1.0187588148304336
high,pop0862,600.0,50.0,1.0,6.747799678383244e-13,7557.865585610068,7532.157244816653,86400.0,0.03387495102559248,0.03307612919822183,1.0241510069870448
high,pop0280,600.0,5.0,5.0,6.747799678383244e-13,7557.865585610068,7644.398638793581,86400.0,1.778088246839806,1.703462513973936,1.0438082624382374
high,pop1637,550.0,3.0,2.0,1.2395095296743128e-12,7585.0889183470845,7138.947017073348,86400.0,1.903489649010044,1.8193266256044895,1.0462605352008139
high,pop1652,800.0,200.0,0.5,7.592331171415196e-14,7451.831696831401,7524.3953908992335,86400.0,0.00046796320403789596,0.00046423952836880457,1.0080210224281747
high,pop0726,700.0,80.0,5.0,2.155103919774317e-13,7504.286861489279,7583.7305012744855,86400.0,0.034709071675736364,0.03346553433300756,1.037158747574584
high,pop1483,400.0,80.0,1.0,9.347029312999258e-12,7668.558571385414,7238.674450583351,86400.0,0.2720808850428215,0.26447550498470135,1.028756462941852
high,pop1972,400.0,80.0,1.0,9.347029312999258e-12,7668.558571385414,7739.146086068003,86400.0,0.30693610059258597,0.3023106546027216,1.0153003075460336
high,pop0649,400.0,120.0,2.0,9.347029312999258e-12,7668.558571385414,7356.289449709434,86400.0,0.3732150020370796,0.3641863964863054,1.0247911663859022
high,pop0054,600.0,3.0,5.0,6.747799678383244e-13,7557.865585610068,7243.876509527266,86400.0,2.7580774478420733,2.549392792963649,1.081856611289714
